Tweet Link,Author Handle,Tweet Content,Views,Likes,Retweets,Replies,Tweet Creation Date,Scraped Date
https://x.com/auxigen3/status/2008503912463258065,"auxigen3","People who are in charge of handing out contracts in Chelsea might just be onto something fishy financial stuffs ……. 7 years really ",953,10,1,3,2026-01-06T11:40:23+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/BareSportsHQ/status/2008503791734169833,"BareSportsHQ","One interesting fact about Liam Rosenior is that in August (during his time at Strasbourg), he became the first manager in Europe’s top five leagues to field a starting XI where every player was born in the 2000s, with an average team age of just 20 years and 283 days in a Ligue",1632,2,0,0,2026-01-06T11:39:54+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/OfficiaEdoOsasB/status/2008503303261597738,"OfficiaEdoOsasB","It shouldn't be more than two years ",84,1,1,0,2026-01-06T11:37:58+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Romy__Czne/status/2008503110743060898,"Romy__Czne","Six and a half years under contract… in one year, he’ll be gone.",55,2,0,0,2026-01-06T11:37:12+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/abhaypandeyjour/status/2008502176524759160,"abhaypandeyjour","@grok
 full news",5945,0,0,1,2026-01-06T11:33:29+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/toshine4u/status/2008501408342196474,"toshine4u","Congratulations  to  Chelsea for this transfer",616,0,0,0,2026-01-06T11:30:26+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/BigDogGottaEat/status/2008501023338623315,"BigDogGottaEat","Hey 
@grok
 remove winners from this photo",553,0,0,1,2026-01-06T11:28:54+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/SMusilakimeu/status/2008500617975918884,"SMusilakimeu","He is just leaving very soon,,I have just looked at his statistics as a manager & all I can say is that he is just adding a clause into his CV by signing as a Chelsea manager.He is a passing cloud.",3271,9,1,1,2026-01-06T11:27:18+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/badman_boye1/status/2008500469262417976,"badman_boye1","Wow, this is huge news for Chelsea!  Liam Rosenior’s appointment as head coach on a contract running until 2032 shows the club’s serious commitment to long-term stability and vision. A six-and-a-half-year deal is almost unheard of in modern football, especially in the Premier",5043,1,0,5,2026-01-06T11:26:42+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/yuppie_002/status/2008500366137319702,"yuppie_002","This is another 10hag in the making. He might not even finish his first year as chelsea coach",145,2,1,0,2026-01-06T11:26:18+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/maxnoface/status/2008499909692190904,"maxnoface","Six years contract means nothing to me , might sack him this year if he doesn't do well",83,1,0,0,2026-01-06T11:24:29+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/stio_biggy/status/2008499713801417059,"stio_biggy","Chelsea is a shitty club. Where did they even see this guy from",139,2,0,0,2026-01-06T11:23:42+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/MUsman145/status/2008499236464115780,"MUsman145","Fabrizio Romano recently passed away and went to the Pearly Gates.
​St. Peter looks at him and says, ""Fabrizio, I’m sorry, but your name isn't on the list for today. You'll have to wait.""
​Fabrizio immediately pulls out his phone and tweets:
​""Understand St. Peter is prepared to",1275,3,0,0,2026-01-06T11:21:48+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/prettycachy/status/2008499221281075593,"prettycachy","Someone should please tell him that he would be sacked soonest. Bookmark this tweet.",428,2,0,1,2026-01-06T11:21:45+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/_DonSelf/status/2008499106617139278,"_DonSelf","Chelsea coach after 10 games",82,2,0,0,2026-01-06T11:21:17+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Simontalksftbl/status/2008498759383347585,"Simontalksftbl","Six and half year contract.",1148,10,0,1,2026-01-06T11:19:54+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/yabbanx/status/2008498753838411911,"yabbanx","He won't cross 6 months. Typical of Chelsea",526,1,0,0,2026-01-06T11:19:53+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Gracie_Blue89/status/2008498719902302635,"Gracie_Blue89","",1029,2,0,0,2026-01-06T11:19:45+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/ItsHimOlaa/status/2008498530902765605,"ItsHimOlaa","Welcome favorite tech bro.",266,1,0,0,2026-01-06T11:19:00+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/PrinceDave002/status/2008498124223115391,"PrinceDave002","All the best, Liam. We are with you.",5529,5,1,0,2026-01-06T11:17:23+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Chieforacle11/status/2008497331923284319,"Chieforacle11","Congratulations to Chelsea",2111,6,1,2,2026-01-06T11:14:14+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/heavycannon1886/status/2008497178017484976,"heavycannon1886","This will never backfire",208,3,0,0,2026-01-06T11:13:37+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/UkomahM/status/2008496475328966952,"UkomahM","He will be sacked as quick has interview and appointment was.",357,4,0,0,2026-01-06T11:10:50+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Starlight_Scrib/status/2008496410585649214,"Starlight_Scrib","Might as well rename the club to Chelsea & Hove Albion",3879,25,2,0,2026-01-06T11:10:34+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Aguma_bassie/status/2008496353677316215,"Aguma_bassie","Let's get the job started  
Welcome Liam Rosenior",2683,53,0,1,2026-01-06T11:10:21+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/mikedyrated/status/2008495958204760097,"mikedyrated","Another long term contract. Kilode gan",163,2,0,1,2026-01-06T11:08:47+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/LNREutd/status/2008495521569403130,"LNREutd","no draw or lose Match o",196,1,0,0,2026-01-06T11:07:03+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/TheOctopusTips/status/2008495434088804765,"TheOctopusTips","Person wey dem go sack before July ",116,2,0,0,2026-01-06T11:06:42+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Yemi_of_Lagos/status/2008494977895330213,"Yemi_of_Lagos","This guy is supposed to be the women's team coach, he's too handsome",16296,5,0,5,2026-01-06T11:04:53+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/TOMFORDTITAN/status/2008494951970337124,"TOMFORDTITAN","i no longer recognize my club.",1677,6,0,2,2026-01-06T11:04:47+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/vikrammss/status/2008494936237429232,"vikrammss","Liam Rosenior is a good signing from Chelsea as their new head coach",68,2,0,0,2026-01-06T11:04:43+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/iamRTI/status/2008494117022794161,"iamRTI","This brother looks like he's teaching quantum physics in yale",277,11,0,0,2026-01-06T11:01:28+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/olami133/status/2008493952153137348,"olami133","",147,0,0,0,2026-01-06T11:00:48+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/PeaceMufc1/status/2008493732895879563,"PeaceMufc1","A massive show of faith from Chelsea. A long contract only works if the club backs the coach properly and commits to stability otherwise it’s just words on paper.",3386,9,0,1,2026-01-06T10:59:56+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Palasty_/status/2008493414074265875,"Palasty_","6 ½ years contract, why ebi jail sentence?",1234,5,0,0,2026-01-06T10:58:40+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/AlexOriprite/status/2008493133382685130,"AlexOriprite","Welcome to Chelsea

Now that you're one of us, just a few things you should know. 

Losing to Tottenham is not option, even a draw will be considered a loss. 

Every season must end with at least a trophy. 

Wembley is our second home, you know what means. 

Losing is not in our",1244,4,0,1,2026-01-06T10:57:33+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Yolulwe_Qoshe/status/2008492781682192530,"Yolulwe_Qoshe","Very very big pay out coming soon then, fair play to him ",1013,7,0,1,2026-01-06T10:56:09+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/wahalaMann/status/2008492608872669499,"wahalaMann","At this point, I'll coach Chelsea soon too",1285,6,0,0,2026-01-06T10:55:28+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/bidsman/status/2008492447954026726,"bidsman","He is the best man for the job",209,1,0,0,2026-01-06T10:54:50+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/msizi_bhubesi/status/2008492362587373903,"msizi_bhubesi","Can he do better than this guy? Let's wait and see.",9071,163,7,1,2026-01-06T10:54:29+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Billy58295Billy/status/2008492254248477054,"Billy58295Billy","@grok
 with Chelsea high demand when did u think dis man will be fired",2270,1,0,1,2026-01-06T10:54:04+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/AdamsAbah5/status/2008492249739661741,"AdamsAbah5","Welcome Skipper..
We will make a lot of good memories together",4100,2,0,0,2026-01-06T10:54:02+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/navas_tolulope/status/2008492103412969532,"navas_tolulope","Manager of the month for the month of March has arrived ",1583,4,0,0,2026-01-06T10:53:28+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/abdool_moh/status/2008491722972770652,"abdool_moh","Why give him a 6 years contract when he’s getting fired after one seaon?",1560,8,0,1,2026-01-06T10:51:57+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/UncleDabi/status/2008491273502814293,"UncleDabi","I'm next in line to manage Chelsea",542,3,0,0,2026-01-06T10:50:10+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/KingPhelz/status/2008491229106106399,"KingPhelz","Better than Maresca already",201,1,0,0,2026-01-06T10:49:59+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Mgilija143/status/2008491137217200475,"Mgilija143","",322,0,0,0,2026-01-06T10:49:37+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/darkhorseomg/status/2008490800456589671,"darkhorseomg","they boutta start losing ",171,2,0,2,2026-01-06T10:48:17+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/iamthelawrenzi/status/2008490728897531936,"iamthelawrenzi","Just give me 3 points whenever we play, that is all I ask for",553,2,0,0,2026-01-06T10:48:00+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Beelal_Red/status/2008490607300563220,"Beelal_Red","Chelsea board trying to sack him in 2027",7168,268,1,0,2026-01-06T10:47:31+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Omahh_11/status/2008490562324922756,"Omahh_11","Welcome to chelsea tech coach

Sorry to say this expect a sack on or before december",4378,52,3,4,2026-01-06T10:47:20+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/thanksy_/status/2008490554699772186,"thanksy_","Finally, a long-term gamble that might actually work.",308,1,0,0,2026-01-06T10:47:18+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/kunleofweb3/status/2008490360956481988,"kunleofweb3","",320,2,0,0,2026-01-06T10:46:32+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Elvines_El/status/2008490235043393541,"Elvines_El"," Jose Mourinho got sacked
 Carlo Ancelotti got sacked 
 Roberto Di Matteo got sacked 
 Antonio Conte got sacked
 Jose Mourinho came back and still got 

What does this tell you about Chelsea?",2774,10,1,2,2026-01-06T10:46:02+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Allibuoy72540/status/2008490095415091383,"Allibuoy72540","Chelsea handing out contracts like it’s life insurance",558,2,0,0,2026-01-06T10:45:29+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/ItsBigEmma/status/2008490072136614239,"ItsBigEmma","He will win the champions league this season i can feel it",2363,10,0,1,2026-01-06T10:45:23+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Babymeedahh/status/2008489978603712780,"Babymeedahh","6 and half years?",259,4,0,1,2026-01-06T10:45:01+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/ninimahmu/status/2008489941207314505,"ninimahmu","Six years tan tan 
Wetin be this FGS",148,3,0,2,2026-01-06T10:44:52+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/TheBlckGenius/status/2008489846797726203,"TheBlckGenius","Even him is not special. He'll be sacked soon",153,1,0,0,2026-01-06T10:44:30+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Abaniworan/status/2008489370479890899,"Abaniworan","Congratulations! I wish you the best of luck because you’ll need it.",1318,7,0,2,2026-01-06T10:42:36+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/eyup_io/status/2008489217115177353,"eyup_io","Crikey, six and a half years? Either they’re really keen on him or they’ve found someone who can actually make sense of the transfer market! Let’s see if he can whip those lads into shape.",405,0,0,1,2026-01-06T10:41:59+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/VdykCFC/status/2008489112295371099,"VdykCFC","GAFFERRRRRR",1805,18,1,1,2026-01-06T10:41:34+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/TaoFeek182/status/2008489097795695077,"TaoFeek182","2032? 

He’s leaving 2027 ",9012,69,1,3,2026-01-06T10:41:31+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/FantasySocData/status/2008488972767686686,"FantasySocData","Six year and half contract?",650,5,0,0,2026-01-06T10:41:01+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Moreofwealth/status/2008488850453393765,"Moreofwealth","They should first assess his performance with the team before offering him a seven-year contract.",19356,4,0,2,2026-01-06T10:40:32+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Iam_Odinkem/status/2008488620081246683,"Iam_Odinkem","Head coach is the baptismal name for toy.",674,2,0,0,2026-01-06T10:39:37+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/teebravo_/status/2008488137803395243,"teebravo_","Six years as how? Good luck anyway",997,1,0,0,2026-01-06T10:37:42+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/favvieet/status/2008487821695476137,"favvieet","Chelsea sitting 5th in the Premier League and has hired a manager whose best finish is 7th in Ligue 1",4625,6,0,3,2026-01-06T10:36:27+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Imaandanish1/status/2008487665122074686,"Imaandanish1","A 6.5-year contract for a manager who hasn't managed in the PL yet is the ultimate 'Process' play. 

Rosenior’s work at Strasbourg with the youngest squad in Ligue 1 was elite, 7th place and European qualification wasn't a fluke. He fits the BlueCo profile perfectly.

Sink or",6339,8,1,4,2026-01-06T10:35:49+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Afolabiolamide8/status/2008487625955700742,"Afolabiolamide8","Tremendous contract.. Chelsea really trusts him with the process.. good luck to Rosenior",321,3,1,1,2026-01-06T10:35:40+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/CulerStrauss/status/2008487573187162484,"CulerStrauss","Why so many years ",235,0,0,0,2026-01-06T10:35:27+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Snowdenderby/status/2008487524616860055,"Snowdenderby","This is huge, telling and measured.

Rosenior appointment is built on responsibility, and an understanding of  Chelsea’s identity which is built on winning, not vibes, not projects, not patience without purpose.
The key line idea of his appointment is to protect the identity, the",4128,0,1,0,2026-01-06T10:35:16+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/AFC_OlaitaN/status/2008487475262742861,"AFC_OlaitaN","how do they just offer big contract to randoms like this ",252,0,0,1,2026-01-06T10:35:04+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Nashiline/status/2008487337458901301,"Nashiline","Welcome to the best club in the world",716,3,0,0,2026-01-06T10:34:31+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/ywa_football/status/2008487131493413338,"ywa_football","𝐋𝐢𝐚𝐦 𝐑𝐨𝐬𝐞𝐧𝐢𝐨𝐫 (41) the new Chelsea’s coach. Liam arrives from RC Strasbourg.

𝐻𝑖𝑠 𝑡𝑒𝑎𝑚𝑠 𝑝𝑟𝑒𝑠𝑠 𝑎𝑔𝑔𝑟𝑒𝑠𝑠𝑖𝑣𝑒𝑙𝑦, 𝑡𝑟𝑢𝑠𝑡 𝑦𝑜𝑢𝑛𝑔 𝑝𝑙𝑎𝑦𝑒𝑟𝑠, 𝑎𝑛𝑑 𝑝𝑙𝑎𝑦 𝑝𝑟𝑜𝑎𝑐𝑡𝑖𝑣𝑒 𝑓𝑜𝑜𝑡𝑏𝑎𝑙𝑙.

𝐍𝐄𝐖 𝐄𝐑𝐀",6935,116,9,2,2026-01-06T10:33:42+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/SmartKid0808/status/2008487117429895251,"SmartKid0808","Chelsea to sack him next season, be there! ",1904,3,0,1,2026-01-06T10:33:39+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/OchayiChief/status/2008487084861034939,"OchayiChief","They'll still sàck him within one year. He thinks he has gotten a job",3565,29,0,2,2026-01-06T10:33:31+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Blessing_Olivi/status/2008487042062447099,"Blessing_Olivi","He's better than Arteta
He's currently better than Pep
He's better than Hansi flick 
He's better than Slot.

Same level with Luis Enrique 

Liam Rosenior baby",1270,14,1,2,2026-01-06T10:33:21+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Romeoisred/status/2008487022751871385,"Romeoisred","Chelsea just went all in. Liam Rosenior is the new head coach until 2032.
Six and a half years of commitment in football terms might as well be a lifetime. Let’s see if he can turn that stability into trophies. We are watching.",951,5,0,0,2026-01-06T10:33:16+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Neo_Marshall/status/2008487010328342773,"Neo_Marshall","They be dishing out contracts like idiots",141,2,0,0,2026-01-06T10:33:13+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/iamrkRakesh/status/2008486927021076839,"iamrkRakesh","Chelsea confirm Liam Rosenior as their new head coach on a long-term deal running until June 2032.",837,1,0,0,2026-01-06T10:32:53+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/ararsoabdull/status/2008486894305206729,"ararsoabdull","Chelsea's 6.5-year gamble on Rosenior screams desperation. Unproven at the elite level, yet Boehly's handing him the keys after nuking Maresca? Mark my words, this ""youth focus"" flops harder than Tuchel's exit. Arteta's Arsenal thrives on patience, not panic hires. Who's with me?",4722,11,2,4,2026-01-06T10:32:46+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Owacali/status/2008486889209426289,"Owacali","Chelsea has more than confidence to give a six years contract for a new coach.",131,2,0,0,2026-01-06T10:32:44+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/EuniceSeroe/status/2008486850139484175,"EuniceSeroe","",1835,18,1,0,2026-01-06T10:32:35+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Tiamcfc/status/2008486822620656047,"Tiamcfc","Welcome to Chelsea Liam",1476,32,0,2,2026-01-06T10:32:29+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/QueenSandy_CFC/status/2008486815859437910,"QueenSandy_CFC","He isnt going to last 6.5 years lets be honest! But I really wish him all the best! Hope he can do well",457,11,0,1,2026-01-06T10:32:27+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Tripple____M/status/2008486805713416462,"Tripple____M","6 years for a PE teacher is nuts, he won't last a year. Bookmark",918,20,1,0,2026-01-06T10:32:25+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/BirungiMargret5/status/2008486788500000825,"BirungiMargret5","We hope he succeeds.",808,4,0,1,2026-01-06T10:32:20+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/krishnakapadia_/status/2008486747588706465,"krishnakapadia_","europe with strasbourg in his first season after 19 years is no joke. young coach, clear ideas, long contract… let’s actually build this time ",2451,6,0,1,2026-01-06T10:32:11+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/mrzoro96/status/2008486711018614856,"mrzoro96","Proper chels in my books
Welcome, Liam Rosenior",660,2,0,0,2026-01-06T10:32:02+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/CyrusAgogo/status/2008486576901468485,"CyrusAgogo","Win us the league the new pep aah y3 mixing with ancelloti ",1825,22,0,2,2026-01-06T10:31:30+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/fagbemi_hamza/status/2008486558153011405,"fagbemi_hamza","Big L for a reason ",5093,11,1,1,2026-01-06T10:31:25+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/just_deji_/status/2008486487487345117,"just_deji_","They have gotten Their yes man, 6 years contract is crazy",632,4,0,0,2026-01-06T10:31:09+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Gracie_Blue89/status/2008486485553803744,"Gracie_Blue89","THE LIAM ROSENIOR ERA HAS BEGUN 

Welcome to Chelsea ",2334,6,0,0,2026-01-06T10:31:08+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Shameh_NG/status/2008486485616718056,"Shameh_NG","He will go by Next year again… 

They don’t learn",4700,31,0,1,2026-01-06T10:31:08+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Bipekthe/status/2008486390842142852,"Bipekthe","2032? I think Chelsea wanted to pay a hefty compensation fee.",231,10,0,0,2026-01-06T10:30:46+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/vin_moneta/status/2008486350904062154,"vin_moneta","6 year deal is insane. This club man",1688,10,0,2,2026-01-06T10:30:36+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/KelneThomersy/status/2008486315848069538,"KelneThomersy","Goodluck to him because he will need it",310,2,0,0,2026-01-06T10:30:28+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/OddsDanny/status/2008486265537155461,"OddsDanny","Chelsea announce Rosenior until 2032. We’ll see fullbacks tucked in and a double pivot screening to suffocate transitions—classic compact rest defence. Watch the market: If control clicks early, goals lines will dip and Top 4 odds get stingier.",7202,3,1,0,2026-01-06T10:30:16+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/iamstretch_/status/2008486244108693828,"iamstretch_","Liam Rosenoir signed the 6+ years contract knowing he’ll cash out after being sacked in less than two years, smart dude",586,3,0,0,2026-01-06T10:30:11+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/pinto_reus/status/2008486148021383614,"pinto_reus","Rosenior ball ",42873,94,18,86,2026-01-06T10:29:48+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Boomluck1zz/status/2008486105361055876,"Boomluck1zz","Who tf is this nigga?",783,0,0,1,2026-01-06T10:29:38+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/abala_jnr/status/2008486055960522860,"abala_jnr","He's going to get sacked before Gta 6",115,2,0,0,2026-01-06T10:29:26+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/badboy_jerry/status/2008486028735377527,"badboy_jerry","He is going to win the PL before Mikel Arteta",632,11,0,0,2026-01-06T10:29:19+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Doffy_FC/status/2008485962171773249,"Doffy_FC","2032 ",778,6,0,1,2026-01-06T10:29:03+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/sleepercell34/status/2008485920832434418,"sleepercell34","Depay regen",63,1,0,0,2026-01-06T10:28:54+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/BitsAndTakes/status/2008485872807948624,"BitsAndTakes","He will be sacked by end of the season ",576,2,0,0,2026-01-06T10:28:42+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Bhondu_Bandar/status/2008485866965283040,"Bhondu_Bandar","A contract until 2032 for a manager who hasn't even coached a Premier League game yet?  Chelsea really are the most chaotic experiment in football history.",12247,405,5,4,2026-01-06T10:28:41+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Maryian96/status/2008485862049542573,"Maryian96","We all know he is not getting the 6years ",967,14,0,1,2026-01-06T10:28:40+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/eastBUBU/status/2008485863551103361,"eastBUBU","Rooney assistant this and that
He has joined Chelsea, he's one of the best coaches in the world",3221,30,0,0,2026-01-06T10:28:40+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/newton_wachiye/status/2008485760484487622,"newton_wachiye","But he will be sacked",950,4,0,3,2026-01-06T10:28:15+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/DeanOnuoha/status/2008485731963203844,"DeanOnuoha","Welcome coach. But he needs to take an oath too… I don’t want that Maresca disappointment",466,4,0,0,2026-01-06T10:28:09+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/AnalystAdekola/status/2008485704108831092,"AnalystAdekola","Zidane to Manchester United, can it happen?",26283,33,2,8,2026-01-06T10:28:02+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/ViriVilokoltl2i/status/2008485696873623822,"ViriVilokoltl2i","",303,4,0,0,2026-01-06T10:28:00+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/MatekoBenza/status/2008485649318347038,"MatekoBenza","You gonna be sacked within 2 months",618,7,0,1,2026-01-06T10:27:49+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/a_yushsinha13/status/2008485634600825296,"a_yushsinha13","He's gonna get a competition soon  
Absolute cinema!!",3959,93,0,2,2026-01-06T10:27:45+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/EdiriQX/status/2008485549649092664,"EdiriQX","His sack letter is being prepared by Auntie Nkechi",200,2,0,0,2026-01-06T10:27:25+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/odinlad_i/status/2008485546075844873,"odinlad_i","Your own downfall no fit pass this year .",2601,43,0,3,2026-01-06T10:27:24+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/DiabloChaze/status/2008485532389581063,"DiabloChaze","Chelsea won’t stop dishing us wonders ",1356,4,0,0,2026-01-06T10:27:21+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/take_mic_xplain/status/2008485533320966300,"take_mic_xplain","We give him 2 months he will run from this job",455,2,0,0,2026-01-06T10:27:21+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/x_zinna_/status/2008485526303850674,"x_zinna_","Just to get sacked before the season ends",1288,8,0,0,2026-01-06T10:27:19+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/ChelseaRosenior/status/2008485525116662057,"ChelseaRosenior","We’re coming for the treble next season",1721,21,0,2,2026-01-06T10:27:19+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/DeanOnuoha/status/2008485512483389934,"DeanOnuoha","We are winning trophies this season man… Bookmak this comment",617,10,0,0,2026-01-06T10:27:16+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/thekingsmanUG/status/2008485501637194099,"thekingsmanUG","2030 what!?????????

These guys !!!",3108,13,1,6,2026-01-06T10:27:14+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/47People/status/2008485501263843576,"47People","Definitely loosing his first game",268,0,0,1,2026-01-06T10:27:14+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/ChristDeKing/status/2008485485727932431,"ChristDeKing","May he be great!",557,1,1,1,2026-01-06T10:27:10+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/princewilluzoms/status/2008485467587764270,"princewilluzoms","Welcome gaffer. He’s better than Pep Guardiola and Arteta in my books.",2325,5,1,6,2026-01-06T10:27:05+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/Amblessed_io/status/2008485446574014606,"Amblessed_io","Not even better than Amorim",977,0,0,1,2026-01-06T10:27:00+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/VideonistX/status/2008485434708447722,"VideonistX","His stats at Strasbourg look decent let's see if he can handle the pressure at Stamford Bridge ",566,9,0,0,2026-01-06T10:26:58+00:00,2026-01-06T16:08:14.639533+00:00
https://x.com/MSCMacbeth/status/2008485433529745411,"MSCMacbeth","Chelsea won’t keep him for longer than 2",258,1,0,0,2026-01-06T10:26:57+00:00,2026-01-06T16:08:14.639533+00:00
